Informant,Project,Sex,Age,Ethnicity,Education_level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year_interviewed,Notes
GA070A,LAGS,Female,74,White,Between 1 and 8 years,Keeping house,Sharp Top,Cherokee,GA,34.362,-84.4836,"Pittner, Melanie",1972,
GA070B,LAGS,Female,68,White,Between 1 and 8 years,Laborer,Hickory Flat,Cherokee,GA,34.1765,-84.4203,"Jones, Jimmy",1976,
GA071,LAGS,Female,56,White,At least some high school,Keeping house,Woodstock,Cherokee,GA,34.1025,-84.5311,"Pittman, Gena",1977,
GA071A,LAGS,Male,57,White,At least some high school,Clerical or sales position,Woodstock,Cherokee,GA,34.1028,-84.5189,"Johnson, Harriet",1977,postal clerk
GA072,LAGS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,Dahlonega,Lumpkin,GA,34.5329,-83.9845,"Pederson, Lee",1980,heavy equipment operator
GA073,LAGS,Female,64,White,At least some college or beyond,Professional & technical,Cleveland,White,GA,34.5965,-83.7594,"Martin, Andrew",1979,counselor
GA074A,LAGS,Female,67,White,At least some high school,Clerical or sales position,Cornelia,Habersham,GA,34.5119,-83.5275,"Walter, Sue",1973,
GA074B,LAGS,Male,70,White,At least some college or beyond,"Manager, official or proprietor",Tallulah Falls,Habersham,GA,34.7364,-83.3919,"Burroughs, Beverly",1973,
GA075,LAGS,Male,65,White,At least some high school,Professional & technical,Curryville,Gordon,GA,34.4441,-85.0816,"Davis, Carol S.",1978,soil conservation technician
GA075A,LAGS,Male,87,White,Between 1 and 8 years,Farmer ,Resaca,Gordon,GA,34.5802,-84.9433,"Johns, Joy",1973,
GA076,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,Kingston,Bartow,GA,34.2389,-84.9497,"Brasington, RoseAnne",1974,
GA078,LAGS,Male,52,White,At least some high school,Service worker,Rome,Floyd,GA,34.2378,-85.1673,"Unger, Christine W.",1970,custodian
GA079,LAGS,Female,68,White,At least some college or beyond,Teacher,Rome,Floyd,GA,34.2448,-85.1667,"Unger, Christine W.",1970,
GA080,LAGS,Male,76,White,At least some high school,Farmer,Menlo,Chattooga,GA,34.4831,-85.4764,"Fitzsimons, JamesM.",1968,
GA081,LAGS,Female,72,White,At least some high school,Keeping house,Ducktown,Forsyth,GA,34.2412,-84.2456,"Wallace, Susan",1970,
GA082,LAGS,Male,74,White,Between 1 and 8 years,Farmer,Buford,Gwinnett,GA,34.1195,-84.0062,"Shepard, Sharry",1973,
GA083,LAGS,Male,78,White,Between 1 and 8 years,Craftsman or foreman,Norcross,Gwinnett,GA,33.942,-84.2122,"Kealy, Joan",1973,bricklayer
GA085,LAGS,Female,66,White,Between 1 and 8 years,Keeping house,Conyers,Rockdale,GA,33.6536,-84.0055,"Nelson, Anita",1976,
GA086,LAGS,Female,88,White,At least some college or beyond,Keeping house,Flowery Branch,Hall,GA,34.1846,-83.9247,"Wingard, Jr., Karl",1973,
GA086A,LAGS,Male,74,White,Between 1 and 8 years,Clerical or sales position,Oakwood,Hall,GA,34.2288,-83.8829,"Hall, Richard",1969,telegraph operator
GA087,LAGS,Female,74,White,At least some high school,Teacher,Homer,Banks,GA,34.3341,-83.4989,"Hicks, Claire",1975,
GA088,LAGS,Female,74,White,Between 1 and 8 years,"Manager, official or proprietor",Toccoa,Stephens,GA,34.58,-83.3332,"Richardson, India",1973,
GA089,LAGS,Female,73,White,At least some college or beyond,Keeping house,Jefferson,Jackson,GA,34.1186,-83.5712,"Keown, Ernest",1970,
GA090,LAGS,Female,57,White,At least some high school,Keeping house,Sandy Cross,Franklin,GA,33.9403,-83.0687,"Cheek, Anna",1973,
GA091,LAGS,Female,62,White,At least some high school,Operative,Colbert,Madison,GA,34.0373,-83.2177,"Franzen, Nancy",1972,seamstress
GA091A,LAGS,Female,75,White,Between 1 and 8 years,Unknown,Colbert,Madison,GA,34.0385,-83.2128,"Daughtridge, Diana",1972,
GA092,LAGS,Female,63,White,At least some high school,Keeping house,Hartwell,Hart,GA,34.3534,-82.9317,"Dye, Libby",1977,
GA093,LAGS,Female,71,White,At least some high school,Keeping house,Monroe,Walton,GA,33.7948,-83.7132,"Penuel, Chuck",1974,
GA093B,LAGS,Male,65,White,Between 1 and 8 years,Operative,Walnut Grove,Walton,GA,33.7425,-83.8525,"Diehl, Donna",1976,fertilizer worker
GA094,LAGS,Male,76,White,At least some college or beyond,Retired newspaperman,Elberton,Elbert,GA,34.11,-82.8644,"Reuter, Grace S.",1968,
GA095,LAGS,Female,78,White,At least some high school,Keeping house,Lithonia,De Kalb,GA,33.7121,-84.1058,"Blaker, Eloise W.",1973,
GA095A,LAGS,Male,64,White,At least some high school,Operative,Decatur,De Kalb,GA,33.7849,-84.304,"Reynolds, Barbara",1973,millwright
GA095B,LAGS,Female,51,White,At least some high school,Keeping house,Decatur,De Kalb,GA,33.7755,-84.2916,"Woods, J. Diane",1973,
GA096,LAGS,Male,66,White,At least some high school,Public servant,Decatur,De Kalb,GA,33.778,-84.2964,"Fogwell, Judy",1976,
GA097,LAGS,Female,45,White,At least some high school,Keeping house,Decatur,De Kalb,GA,33.7736,-84.2966,"Harris, Sandra W.",1970,
GA097A,LAGS,Male ,60,White,At least some college or beyond,Teacher,Atlanta,De Kalb,GA,33.7491,-84.3902,"Pederson, Lee",1968,AddedFrom book
GA098B,LAGS,Male,91,White,Between 1 and 8 years,"Manager, official or proprietor",Rico,Fulton,GA,33.5754,-84.7684,"Pederson, Lee",1970,storekeeper
GA098C,LAGS,Female,69,White,Unknown,Keeping house,East Point,Fulton,GA,33.6797,-84.4417,"Bailey, Pam",1973,
GA099,LAGS,Male,58,White,At least some high school,"Manager, official or proprietor",Atlanta,Fulton,GA,33.7508,-84.447,"Rogers, CharlesT.",1975,store operator
GA099A,LAGS,Female,65,White,At least some high school,Keeping house,Atlanta,Fulton,GA,33.7732,-84.4092,"Hopkins, Marilyn",1975,
GA099B,LAGS,Male,62,White,At least some high school,Public servant,East Point,Fulton,GA,33.6846,-84.4405,"Molander, Beverly",1973,
GA101,LAGS,Female,13,White,At least some high school,Student,Atlanta,Fulton,GA,33.7994,-84.3919,"Leas, Susan",1980,
GA102A,LAGS,Female,79,White,At least some college or beyond,"Manager, official or proprietor",Atlanta,Fulton,GA,33.7739,-84.3489,"White, Jane",1973,Principal
GA103A,LAGS,Male,50,White,At least some college or beyond,Clerical or sales position,Atlanta,Fulton,GA,33.8028,-84.4076,"Lanning, Karen M.",1976,manufacturer's representative
GA104,LAGS,Female,33,White,At least some college or beyond,Student,Atlanta,Fulton,GA,33.7914,-84.3917,"Bassett, Marvin",1978,
GA105,LAGS,Male,71,White,Between 1 and 8 years,Craftsman or foreman,Marietta,Cobb,GA,33.9532,-84.5471,"Brogden, Linda H.",1974,marble worker
GA105A,LAGS,Female,73,White,At least some high school,Clerical or sales position,Marietta,Cobb,GA,33.9523,-84.5521,"Lackie, Mary H.",1974,bookkeeper
GA106,LAGS,Female,44,White,At least some high school,Keeping house,Marietta,Cobb,GA,33.9471,-84.5503,"Pope, Pat",1974,
GA107,LAGS,Female,71,White,At least some high school,Keeping house,Rockmart,Polk,GA,34.0027,-85.0414,"Mount, Mary Anne",1973,
GA108,LAGS,Male,81,White,At least some high school,"Manager, official or proprietor",Tallapoosa,Haralson,GA,33.7444,-85.2893,"Pederson, Lee",1970,postmaster
GA109,LAGS,Female,79,White,At least some high school,Keeping house,Hickory Level,Carroll,GA,33.6351,-85.0322,"Shackleford, Betty A. ",1974,
GA109A,LAGS,Female,65,White,At least some high school,Laborer,Carrollton,Carroll,GA,33.5804,-85.0786,"Nuss, Judy",1976,
GA109B,LAGS,Male,66,White,At least some high school,Operative,Carrollton,Carroll,GA,33.5693,-85.0488,"Franks, Judy",1977,Maintenance worker
GA109C,LAGS,Female,47,White,At least some college or beyond,Keeping house,Hickory Level,Carroll,GA,33.6793,-84.9997,"Holcombe, Betty H.",1974,
GA112,LAGS,Female,80,White,At least some high school,Keeping house,Morrow,Clayton,GA,33.5833,-84.3393,"Lance, Kathryn G.",1973,
GA113,LAGS,Male,79,White,Between 1 and 8 years,Operative,Inman,Fayette,GA,33.3924,-84.4177,"Ramsey, Martha",1973,railroad worker
GA113A,LAGS,Male,81,White,At least some college or beyond,Farmer,Fayetteville,Fayette,GA,33.4487,-84.4551,"Eason, Andrea",1973,
GA113B,LAGS,Female,93,White,At least some college or beyond,Unknown,Fayetteville,Fayette,GA,33.4477,-84.463,"Martin, Jane",1977,
GA113C,LAGS,Female,60,White,At least some college or beyond,Clerical or sales position,Fayetteville,Fayette,GA,33.4487,-84.4472,"Cole, Rachel",1973,
GA113D,LAGS,Female,70,White,At least some college or beyond,Unknown,Fayetteville,Fayette,GA,33.4487,-84.4503,"Speer, Breck",1973,Says inf wroteFamily history.
GA114,LAGS,Male,79,White,Between 1 and 8 years,Farmer,Penfield,Greene,GA,33.6673,-83.1774,"Hall, Richard",1969,AddedFrom book
GA115,LAGS,Female,73,White,At least some high school,Keeping house,Lincolnton,Lincoln,GA,33.7881,-82.4759,"Hall, Joan H.",1969,
GA116A,LAGS,Male,81,White,Between 1 and 8 years,Farmer,Newnan,Coweta,GA,33.3807,-84.7997,"Shakleton, Janice",1970,AddedFrom book
GA117,LAGS,Male,83,White,At least some high school,Farmer,Newnan,Coweta,GA,33.3804,-84.7999,"Pederson, Lee",1970,
GA118,LAGS,Female,55,White,At least some college or beyond,Keeping house,Newnan,Coweta,GA,33.3699,-84.7993,"Richmond, Doris",1976,
GA119B,LAGS,Female,71,White,At least some college or beyond,Keeping house,Jackson,Butts,GA,33.2943,-83.9743,"Smith, Phronia",1973,
GA119C,LAGS,Female,77,White,At least some high school,Professional & technical,Jackson,Butts,GA,33.2944,-83.9665,"Folsem, Myra",1973,church organist
GA120,LAGS,Female,77,White,At least some college or beyond,Laborer,Jackson,Butts,GA,33.2907,-83.951,"Hutcheson, Jackie",1973,worked for monument company
GA121,LAGS,Male,69,White,Between 1 and 8 years,Craftsman or foreman,Forsyth,Monroe,GA,33.0342,-83.9385,"Day, Karen",1972,construction worker
GA122,LAGS,Male,64,White,At least some high school,Clerical or sales position,Macon,Bibb,GA,32.8392,-83.6269,"Anderson, W.",1973,contractor
GA122A,LAGS,Female,75,White,At least some high school,Clerical or sales position,Macon,Bibb,GA,32.8379,-83.6279,"Elliott, Kathy",1972,
GA122B,LAGS,Female,78,White,At least some high school,Service worker,Macon,Bibb,GA,32.8407,-83.6325,"Rodenhiser, Carol",1973,beautician
GA122C,LAGS,Female,57,White,At least some high school,Keeping house,Macon,Bibb,GA,32.8377,-83.6212,"Clements, Grace",1973,
GA123,LAGS,Female,67,White,At least some college or beyond,Keeping house,Macon,Bibb,GA,32.8366,-83.6223,"Pederson, Lee",1968,
GA124,LAGS,Female,20,White,At least some college or beyond,Student,Macon,Bibb,GA,32.8433,-83.6303,"Head, Carol",1972,
GA125,LAGS,Male,49,White,Between 1 and 8 years,Service worker,Monticello,Jasper,GA,33.3046,-83.6836,"Reuter, Grace S.",1968,
GA127,LAGS,Male,62,White,At least some high school,Public servant,Warrenton,Warren,GA,33.407,-82.6646,"Hall, Joan H.",1969,law enforcement
GA128,LAGS,Male,68,White,At least some high school,Farmer,Appling,Columbia,GA,33.5563,-82.3186,"Hall, Joan H.",1969,
GA129,LAGS,Female,62,White,Between 1 and 8 years,Operative,Milledgeville,Baldwin,GA,33.0812,-83.2271,"Reuter, Grace S.",1970,"WPA, canning worker"
GA130,LAGS,Male,63,White,At least some high school,Merchant,Deepstep,Washington,GA,33.0187,-82.9727,"Reuter, Grace S.",1970,
GA130A,LAGS,Female,73,White,At least some college or beyond,Keeping house,Wadley,Jefferson,GA,32.8664,-82.4046,"Hodges, Donovan",1975,
GA131,LAGS,Male,88,White,At least some college or beyond,Craftsman or foreman,Augusta,Richmond,GA,33.4792,-81.9753,"Goodner, Jay",1972,draftsman
GA131A,LAGS,Female,75,White,At least some high school,Keeping house,Augusta,Richmond,GA,33.4809,-81.9825,"Jackson, Beverly Jo",1970,Prep school
GA132,LAGS,Male,69,White,Between 1 and 8 years,"Manager, official or proprietor",Gough,Burke,GA,33.0919,-82.2268,"Friedman, Lynn B.",1970,
GA133,LAGS,Female,77,White,At least some college or beyond,Teacher,Barnesville,Lamar,GA,33.0496,-84.1585,"Sharpe, Bill",1972,
GA133B,LAGS,Female,79,White,At least some college or beyond,Unknown,Barnesville,Lamar,GA,33.0546,-84.1553,"Daniel, Myra",1973,
GA134B,LAGS,Female,83,White,Between 1 and 8 years,Farmer,Griffin,Spalding,GA,33.2514,-84.2638,"Lisle, June",1973,
GA134C,LAGS,Female,65,White,Between 1 and 8 years,"Manager, official or proprietor",Griffin,Spalding,GA,33.2458,-84.2684,"Harris, Linda",1973,inspector at cotton mill
GA135,LAGS,Female,47,White,At least some high school,Keeping house,Griffin,Spalding,GA,33.2394,-84.2819,"Anderson, Margaret",1973,
GA136,LAGS,Male,70,White,Between 1 and 8 years,Farmer,Thomaston,Upson,GA,32.8976,-84.3282,"Baird, Allyne",1971,
GA136A,LAGS,Male,67,White,Between 1 and 8 years,Farmer,Thomaston,Upson,GA,32.8872,-84.3282,"Taylor, Janice",1977,
GA137,LAGS,Female,66,White,At least some high school,Keeping house,Thomaston,Upson,GA,32.888,-84.3282,"Baird, Allyne",1971,Finishing school
GA138,LAGS,Female,84,White,Between 1 and 8 years,Keeping house,New Hope,Pike,GA,33.1154,-84.3171,"Harden, Lynnel",1973,
GA138A,LAGS,Female,60,White,At least some college or beyond,Clerical or sales position,Zebulon,Pike,GA,33.0981,-84.3419,"Pryor, Diane",1973,
GA138B,LAGS,Female,73,White,At least some college or beyond,Keeping house,Pedenville,Pike,GA,33.0684,-84.5031,"Mayo, Carolyn",1973,
GA139,LAGS,Female,46,White,At least some high school,Clerical or sales position,Talbotton,Talbot,GA,32.6747,-84.5359,"Jackson, Lois W.",1972,
GA139A,LAGS,Female,75,White,At least some college or beyond,"Manager, official or proprietor",Talbotton,Talbot,GA,32.6776,-84.5401,"Richard, W.",1976,Newspaper editor
GA141,LAGS,Male,64,White,At least some college or beyond,Farmer,Manchester,Meriwether,GA,32.8599,-84.6204,"Patterson, Patricia C.",1976,
GA142,LAGS,Male,74,White,Between 1 and 8 years,Farmer,Abbottsford,Troup,GA,33.0491,-85.1821,"Reed, Susan E.",1973,duplicate?
GA143,LAGS,Female,65,White,At least some college or beyond,Clerical or sales position,LaGrange,Troup,GA,33.0408,-85.0311,"Leas, Susan",1974,
GA143A,LAGS,Female,84,White,At least some college or beyond,Teacher,LaGrange,Troup,GA,33.0329,-85.0289,"Murphy, Anne",1971,
GA144,LAGS,Female,65,White,At least some college or beyond,Clerical or sales position,Waverly Hall,Harris,GA,32.6889,-84.7341,"Leas, Susan",1980,
GA146,LAGS,Male,35,White,At least some college or beyond,Farmer,Fort Valley,Peach,GA,32.5587,-83.8836,"Frink, Eva",1976,
GA147,LAGS,Female,91,White,At least some college or beyond,Keeping house,Butler,Taylor,GA,32.5562,-84.233,"Reuter, Grace S.",1970,
GA148,LAGS,Male,70,White,Between 1 and 8 years,Craftsman or foreman,Hawkinsville,Pulaski,GA,32.2848,-83.4782,"Wellborn, John",1974,carpenter
GA150,LAGS,Male,70,White,At least some high school,Operative,Cordele,Crisp,GA,31.972,-83.7828,"Tiburski, Dana P.",1976,handyman
GA151,LAGS,Male,82,White,Between 1 and 8 years,Farmer,Adrian,Emanuel,GA,32.531,-82.5902,"Rutledge, Barbara",1972,
GA152,LAGS,Female,70,White,At least some high school,Keeping house,Swainsboro,Emanuel,GA,32.5933,-82.3416,"Rutledge, Barbara",1972,
GA153,LAGS,Female,71,White,Between 1 and 8 years,Keeping house,Hilltonia,Screven,GA,32.8824,-81.6572,"Friedman, Lynn B.",1970,
GA154,LAGS,Female,71,White,At least some high school,Service worker,Lollie,Laurens,GA,32.4806,-82.7534,"Reuter, Grace S.",1970,Cook
GA155,LAGS,Male,61,White,At least some college or beyond,"Manager, official or proprietor",Statesboro,Bulloch,GA,32.4489,-81.7834,"Reuter, Grace S.",1968,newspaper editor
GA156,LAGS,Male,89,White,At least some high school,Farmer,Springfield,Effingham,GA,32.3706,-81.3132,"Reuter, Grace S.",1969,
GA157,LAGS,Female,68,White,At least some high school,Clerical or sales position,Rhine,Dodge,GA,31.9898,-83.2002,"Powers, Vicky",1972,hospital ward clerk
GA157A,LAGS,Female,85,White,At least some high school,Teacher,Eastman,Dodge,GA,32.1985,-83.1779,"Rawlings, Joe Newsom",1975,
GA158,LAGS,,61,White,At least some college or beyond,Professional & technical,Mount Vernon,Montgomery,GA,32.1785,-82.5946,"Crist, Edward",1970,attorney
GA159,LAGS,Female,74,White,Between 1 and 8 years,Service worker,Glennville,Tattnall,GA,31.9365,-81.9285,"Reuter, Grace S.",1972,lunchroom worker
GA159A,LAGS,Male,64,White,At least some high school,Operative,Cobbtown,Tattnall,GA,32.2806,-82.1389,"Reuter, Grace S.",1972,bus driver
GA160,LAGS,Male,67,White,At least some high school,Farmer,Pembroke,Bryan,GA,32.1359,-81.6226,"Lund, Mike",1968,
GA161,LAGS,Female,76,White,Between 1 and 8 years,Private household worker or gardener,Savannah,Chatham,GA,32.0808,-81.0907,"Reuter, Grace S.",1972,live-in nursemaid
GA162A,LAGS,Female,59,White,At least some high school,Operative,Pooler,Chatham,GA,32.1149,-81.2492,"Reuter, Grace S.",1969,factory worker
GA163,LAGS,Male,66,White,At least some college or beyond,"Manager, official or proprietor",Savannah,Chatham,GA,32.0789,-81.084,"Leas, Susan",1978,
GA163A,LAGS,Male,79,White,At least some college or beyond,"Manager, official or proprietor",Savannah,Chatham,GA,32.0773,-81.0913,"Leas, Susan",1978,newspaper editor
GA164,LAGS,Female,22,White,At least some college or beyond,Seeking work,Savannah,Chatham,GA,32.0812,-81.0923,"Leas, Susan",1978,"recent college grad, plans to teach"
GA166,LAGS,Female,82,White,Between 1 and 8 years,Keeping house,Americus,Sumter,GA,32.0728,-84.2326,"Baird, Allyne",1974,
GA167,LAGS,Female,52,White,At least some high school,Keeping house,Plains,Sumter,GA,32.0369,-84.3883,"Baird, Allyne",1974,
GA168,LAGS,Female,81,White,At least some college or beyond,Teacher,Buena Vista,Marion,GA,32.3179,-84.5182,"Belk, Mary",1967,
GA170,LAGS,Male,81,White,At least some college or beyond,"Manager, official or proprietor",Columbus,Muscogee,GA,32.4628,-84.9876,"Leas, Susan",1980,Merchant
GA171,LAGS,Male,22,White,At least some college or beyond,Student,Columbus,Muscogee,GA,32.4591,-84.9876,"Seale, Greg",1979,
GA172,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,Eelbeck,Chattahoochee,GA,32.4417,-84.7535,"Gerkin, Peter",1976,
GA173,LAGS,Female,84,White,Between 1 and 8 years,Keeping house,Surrency,Appling,GA,31.7189,-82.2004,"Reuter, Grace S.",1968,
GA174,LAGS,Male,63,White,At least some high school,Public servant,Blackshear,Pierce,GA,31.3044,-82.2406,"Hall, Joan H.",1969,
GA175,LAGS,Male,66,White,At least some college or beyond,Teacher,Patterson,Pierce,GA,31.3872,-82.1397,"Light, Marilyn",1977,
GA176,LAGS,Female,73,White,At least some college or beyond,Keeping house,Hazlehurst,Jeff Davis,GA,31.8701,-82.5957,"Daniel, Donna",1973,
GA177,LAGS,Male,76,White,Between 1 and 8 years,Post office worker,Mt. Pleasant,Wayne,GA,31.4268,-81.6708,"Smith, William H.",1974,
GA178,LAGS,Female,72,White,Between 1 and 8 years,Laborer,Allenhurst,Liberty,GA,31.7859,-81.6092,"Reuter, Grace S.",1969,
GA180,LAGS,Male,76,White,Between 1 and 8 years,Laborer,Townsend,McIntosh,GA,31.5416,-81.5233,"Smith, William H.",1974,"timberman, road worker"
GA181,LAGS,Male,74,White,At least some college or beyond,"Manager, official or proprietor",Darien,McIntosh,GA,31.3712,-81.4342,"Smith, William H.",1974,tax commissioner
GA182,LAGS,Male,80,White,Between 1 and 8 years,Public servant,Nicholls,Coffee,GA,31.5182,-82.6316,"Crist, Edward",1970,letter carrier
GA183,LAGS,Female,67,White,Between 1 and 8 years,Professional & technical,Big Creek,Irwin,GA,31.6833,-83.4089,"Smith, Michael E.",1977,newspaper columnist
GA184,LAGS,Male,60,White,At least some high school,Public servant,Ocilla,Irwin,GA,31.5943,-83.2607,"Howard, StevenM.",1977,mail carrier
